Fri Dec  5 18:10:01 UTC 2025 | CPU : 0.0% | MEM : 6.74613% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 20:24:28 UTC 2025 | CPU : 0.0% | MEM : 7.26899% | DISK : 1% | LATENCY : 19.0 msms
Fri Dec  5 20:24:34 UTC 2025 | CPU : 0.0% | MEM : 7.24472% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:24:34 UTC 2025 | CPU : 0.0% | MEM : 7.25729% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:24:34 UTC 2025 | CPU : 0.6% | MEM : 7.24583% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:24:39 UTC 2025 | CPU : 0.0% | MEM : 7.25829% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:24:39 UTC 2025 | CPU : 0.0% | MEM : 7.26573% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:24:39 UTC 2025 | CPU : 0.0% | MEM : 7.25518% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:24:44 UTC 2025 | CPU : 0.0% | MEM : 7.26764% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:24:44 UTC 2025 | CPU : 0.0% | MEM : 7.2708% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:24:44 UTC 2025 | CPU : 0.0% | MEM : 7.25734% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:24:49 UTC 2025 | CPU : 1.2% | MEM : 7.24683% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:24:49 UTC 2025 | CPU : 0.0% | MEM : 7.25628% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:24:49 UTC 2025 | CPU : 1.2% | MEM : 7.24995% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:24:55 UTC 2025 | CPU : 0.0% | MEM : 7.28196% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:24:55 UTC 2025 | CPU : 0.0% | MEM : 7.26613% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:24:55 UTC 2025 | CPU : 0.0% | MEM : 7.32703% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:25:00 UTC 2025 | CPU : 0.6% | MEM : 7.33738% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:25:00 UTC 2025 | CPU : 0.6% | MEM : 7.32748% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:25:00 UTC 2025 | CPU : 0.0% | MEM : 7.31547% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:25:05 UTC 2025 | CPU : 0.0% | MEM : 7.27879% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:25:05 UTC 2025 | CPU : 0.0% | MEM : 7.27387% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:25:05 UTC 2025 | CPU : 0.0% | MEM : 7.27387% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:25:11 UTC 2025 | CPU : 0.6% | MEM : 7.33286% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:25:11 UTC 2025 | CPU : 0.0% | MEM : 7.29919% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:25:11 UTC 2025 | CPU : 0.0% | MEM : 7.29919% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:25:16 UTC 2025 | CPU : 0.0% | MEM : 7.26703% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:25:16 UTC 2025 | CPU : 0.0% | MEM : 7.26387% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:25:16 UTC 2025 | CPU : 0.0% | MEM : 7.2702% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:25:21 UTC 2025 | CPU : 0.0% | MEM : 7.29738% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:25:21 UTC 2025 | CPU : 0.0% | MEM : 7.29738% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:25:21 UTC 2025 | CPU : 0.0% | MEM : 7.29738% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:25:26 UTC 2025 | CPU : 0.0% | MEM : 7.27271% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:25:26 UTC 2025 | CPU : 0.0% | MEM : 7.27271% | DISK : 1% | LATENCY : 18.7 msms
Fri Dec  5 20:25:26 UTC 2025 | CPU : 0.0% | MEM : 7.27271% | DISK : 1% | LATENCY : 18.6 msms
Fri Dec  5 20:25:32 UTC 2025 | CPU : 0.6% | MEM : 7.26502% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:25:32 UTC 2025 | CPU : 0.6% | MEM : 7.27136% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:25:32 UTC 2025 | CPU : 0.6% | MEM : 7.25296% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:25:37 UTC 2025 | CPU : 0.0% | MEM : 7.2711% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:25:37 UTC 2025 | CPU : 0.0% | MEM : 7.27743% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:25:37 UTC 2025 | CPU : 0.0% | MEM : 7.27743% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:25:42 UTC 2025 | CPU : 0.0% | MEM : 7.26563% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:25:42 UTC 2025 | CPU : 0.6% | MEM : 7.25307% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:25:42 UTC 2025 | CPU : 0.0% | MEM : 7.26879% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:25:48 UTC 2025 | CPU : 0.6% | MEM : 7.3214% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:25:48 UTC 2025 | CPU : 0.6% | MEM : 7.26739% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:25:48 UTC 2025 | CPU : 0.6% | MEM : 7.26739% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:25:53 UTC 2025 | CPU : 0.6% | MEM : 7.32879% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:25:53 UTC 2025 | CPU : 0.0% | MEM : 7.30698% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:25:53 UTC 2025 | CPU : 0.0% | MEM : 7.29794% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:25:58 UTC 2025 | CPU : 0.6% | MEM : 7.28437% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:25:58 UTC 2025 | CPU : 0.0% | MEM : 7.28236% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:25:58 UTC 2025 | CPU : 0.6% | MEM : 7.28437% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:26:03 UTC 2025 | CPU : 0.0% | MEM : 7.27558% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:26:03 UTC 2025 | CPU : 0.0% | MEM : 7.27558% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:26:03 UTC 2025 | CPU : 0.0% | MEM : 7.27558% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:26:09 UTC 2025 | CPU : 0.0% | MEM : 7.24322% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:26:09 UTC 2025 | CPU : 0.0% | MEM : 7.24638% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:26:09 UTC 2025 | CPU : 0.0% | MEM : 7.26166% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:26:14 UTC 2025 | CPU : 0.0% | MEM : 7.27367% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:26:14 UTC 2025 | CPU : 0.0% | MEM : 7.34602% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:26:14 UTC 2025 | CPU : 0.0% | MEM : 7.27367% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:26:19 UTC 2025 | CPU : 0.0% | MEM : 7.26412% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:26:19 UTC 2025 | CPU : 0.0% | MEM : 7.27045% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:26:19 UTC 2025 | CPU : 0.0% | MEM : 7.27045% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:26:25 UTC 2025 | CPU : 0.0% | MEM : 7.26437% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:26:25 UTC 2025 | CPU : 0.0% | MEM : 7.26121% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:26:25 UTC 2025 | CPU : 0.0% | MEM : 7.26121% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:26:30 UTC 2025 | CPU : 0.0% | MEM : 7.26769% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:26:30 UTC 2025 | CPU : 0.0% | MEM : 7.32703% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:26:30 UTC 2025 | CPU : 0.0% | MEM : 7.27708% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:26:35 UTC 2025 | CPU : 0.0% | MEM : 7.31251% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:26:35 UTC 2025 | CPU : 0.0% | MEM : 7.31251% | DISK : 1% | LATENCY : 18.6 msms
Fri Dec  5 20:26:35 UTC 2025 | CPU : 0.0% | MEM : 7.27512% | DISK : 1% | LATENCY : 18.9 msms
Fri Dec  5 20:26:41 UTC 2025 | CPU : 0.0% | MEM : 7.28015% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:26:41 UTC 2025 | CPU : 0.0% | MEM : 7.28015% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:26:41 UTC 2025 | CPU : 0.0% | MEM : 7.27698% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:26:46 UTC 2025 | CPU : 0.0% | MEM : 7.34899% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:26:46 UTC 2025 | CPU : 0.0% | MEM : 7.28362% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:26:46 UTC 2025 | CPU : 0.0% | MEM : 7.27849% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:26:51 UTC 2025 | CPU : 0.0% | MEM : 7.26221% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:26:51 UTC 2025 | CPU : 0.0% | MEM : 7.27482% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:26:51 UTC 2025 | CPU : 0.0% | MEM : 7.26538% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:26:56 UTC 2025 | CPU : 0.6% | MEM : 7.25583% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:26:56 UTC 2025 | CPU : 0.6% | MEM : 7.24317% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:26:56 UTC 2025 | CPU : 0.6% | MEM : 7.24633% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:27:02 UTC 2025 | CPU : 0.0% | MEM : 7.28176% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:27:02 UTC 2025 | CPU : 0.0% | MEM : 7.27859% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:27:02 UTC 2025 | CPU : 0.0% | MEM : 7.27543% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:27:07 UTC 2025 | CPU : 0.6% | MEM : 7.29678% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:27:07 UTC 2025 | CPU : 0.6% | MEM : 7.27296% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:27:07 UTC 2025 | CPU : 0.0% | MEM : 7.27613% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:27:12 UTC 2025 | CPU : 0.6% | MEM : 7.25729% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:27:12 UTC 2025 | CPU : 0.0% | MEM : 7.25096% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:27:12 UTC 2025 | CPU : 0.0% | MEM : 7.25096% | DISK : 1% | LATENCY : 18.2 msms
Fri Dec  5 20:27:18 UTC 2025 | CPU : 0.0% | MEM : 7.23468% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:27:18 UTC 2025 | CPU : 1.2% | MEM : 7.23784% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:27:18 UTC 2025 | CPU : 1.2% | MEM : 7.23468% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:27:23 UTC 2025 | CPU : 0.0% | MEM : 7.26241% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:27:23 UTC 2025 | CPU : 0.0% | MEM : 7.26558% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:27:23 UTC 2025 | CPU : 0.0% | MEM : 7.26241% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:27:28 UTC 2025 | CPU : 0.0% | MEM : 7.26538% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:27:28 UTC 2025 | CPU : 0.0% | MEM : 7.26216% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:27:28 UTC 2025 | CPU : 0.0% | MEM : 7.26528% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:27:33 UTC 2025 | CPU : 0.0% | MEM : 7.2403% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:27:33 UTC 2025 | CPU : 0.0% | MEM : 7.2592% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:27:33 UTC 2025 | CPU : 0.0% | MEM : 7.25603% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:27:39 UTC 2025 | CPU : 0.6% | MEM : 7.29005% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:27:39 UTC 2025 | CPU : 0.6% | MEM : 7.27537% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:27:39 UTC 2025 | CPU : 0.6% | MEM : 7.27854% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:27:44 UTC 2025 | CPU : 0.0% | MEM : 7.30663% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:27:44 UTC 2025 | CPU : 0.0% | MEM : 7.30371% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:27:44 UTC 2025 | CPU : 0.0% | MEM : 7.29482% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:27:49 UTC 2025 | CPU : 0.0% | MEM : 7.24864% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:27:49 UTC 2025 | CPU : 0.0% | MEM : 7.26392% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:27:49 UTC 2025 | CPU : 0.0% | MEM : 7.27387% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:27:55 UTC 2025 | CPU : 0.0% | MEM : 7.26799% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:27:55 UTC 2025 | CPU : 0.0% | MEM : 7.27764% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:27:55 UTC 2025 | CPU : 0.0% | MEM : 7.27432% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:28:00 UTC 2025 | CPU : 0.0% | MEM : 7.25673% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:28:00 UTC 2025 | CPU : 0.0% | MEM : 7.24151% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:28:00 UTC 2025 | CPU : 0.0% | MEM : 7.2499% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:28:05 UTC 2025 | CPU : 0.6% | MEM : 7.22824% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:28:05 UTC 2025 | CPU : 0.6% | MEM : 7.23457% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:28:05 UTC 2025 | CPU : 0.6% | MEM : 7.23141% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:28:11 UTC 2025 | CPU : 0.6% | MEM : 7.27759% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:28:11 UTC 2025 | CPU : 0.6% | MEM : 7.28075% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:28:11 UTC 2025 | CPU : 0.0% | MEM : 7.28075% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:28:16 UTC 2025 | CPU : 0.6% | MEM : 7.29085% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:28:16 UTC 2025 | CPU : 0.0% | MEM : 7.25834% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:28:16 UTC 2025 | CPU : 0.0% | MEM : 7.25834% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:28:21 UTC 2025 | CPU : 0.0% | MEM : 7.29849% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:28:21 UTC 2025 | CPU : 0.0% | MEM : 7.26337% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:28:21 UTC 2025 | CPU : 0.0% | MEM : 7.26337% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:28:26 UTC 2025 | CPU : 0.0% | MEM : 7.24935% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:28:26 UTC 2025 | CPU : 0.6% | MEM : 7.32261% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:28:26 UTC 2025 | CPU : 0.0% | MEM : 7.25251% | DISK : 1% | LATENCY : 15.9 msms
Fri Dec  5 20:28:32 UTC 2025 | CPU : 0.0% | MEM : 7.24588% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:28:32 UTC 2025 | CPU : 0.0% | MEM : 7.24588% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:28:32 UTC 2025 | CPU : 0.0% | MEM : 7.24588% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:28:37 UTC 2025 | CPU : 0.0% | MEM : 7.27497% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:28:37 UTC 2025 | CPU : 0.0% | MEM : 7.28125% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:28:37 UTC 2025 | CPU : 0.0% | MEM : 7.28125% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:28:42 UTC 2025 | CPU : 0.6% | MEM : 7.26286% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:28:42 UTC 2025 | CPU : 0.6% | MEM : 7.2597% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:28:42 UTC 2025 | CPU : 0.6% | MEM : 7.2597% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:28:48 UTC 2025 | CPU : 0.0% | MEM : 7.25894% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:28:48 UTC 2025 | CPU : 0.0% | MEM : 7.24618% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:28:48 UTC 2025 | CPU : 0.0% | MEM : 7.24302% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:28:53 UTC 2025 | CPU : 0.0% | MEM : 7.23839% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:28:53 UTC 2025 | CPU : 0.0% | MEM : 7.25322% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:28:53 UTC 2025 | CPU : 0.0% | MEM : 7.25005% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:28:58 UTC 2025 | CPU : 0.6% | MEM : 7.26291% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:28:58 UTC 2025 | CPU : 0.0% | MEM : 7.26291% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:28:58 UTC 2025 | CPU : 0.0% | MEM : 7.27392% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:29:03 UTC 2025 | CPU : 0.0% | MEM : 7.28397% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:29:03 UTC 2025 | CPU : 0.0% | MEM : 7.28397% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:29:03 UTC 2025 | CPU : 0.0% | MEM : 7.2808% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:29:09 UTC 2025 | CPU : 0.0% | MEM : 7.26181% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:29:09 UTC 2025 | CPU : 0.0% | MEM : 7.2406% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:29:09 UTC 2025 | CPU : 0.0% | MEM : 7.25578% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:29:14 UTC 2025 | CPU : 0.0% | MEM : 7.24663% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:29:14 UTC 2025 | CPU : 0.0% | MEM : 7.25608% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:29:14 UTC 2025 | CPU : 0.0% | MEM : 7.26045% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:29:19 UTC 2025 | CPU : 0.0% | MEM : 7.3105% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:29:19 UTC 2025 | CPU : 0.0% | MEM : 7.2707% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:29:19 UTC 2025 | CPU : 0.0% | MEM : 7.2707% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:29:25 UTC 2025 | CPU : 0.0% | MEM : 7.271% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:29:25 UTC 2025 | CPU : 0.0% | MEM : 7.271% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:29:25 UTC 2025 | CPU : 0.0% | MEM : 7.271% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:29:30 UTC 2025 | CPU : 0.0% | MEM : 7.28728% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:29:30 UTC 2025 | CPU : 0.0% | MEM : 7.28728% | DISK : 1% | LATENCY : 17.7 msms
Fri Dec  5 20:29:30 UTC 2025 | CPU : 0.0% | MEM : 7.2904% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:29:35 UTC 2025 | CPU : 0.6% | MEM : 7.29588% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:29:35 UTC 2025 | CPU : 0.6% | MEM : 7.29588% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:29:35 UTC 2025 | CPU : 0.6% | MEM : 7.29271% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:29:40 UTC 2025 | CPU : 0.0% | MEM : 7.2406% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:29:40 UTC 2025 | CPU : 0.0% | MEM : 7.23111% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:29:40 UTC 2025 | CPU : 0.0% | MEM : 7.2406% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:29:46 UTC 2025 | CPU : 0.6% | MEM : 7.25628% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:29:46 UTC 2025 | CPU : 0.6% | MEM : 7.25628% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:29:46 UTC 2025 | CPU : 0.6% | MEM : 7.25628% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:29:51 UTC 2025 | CPU : 0.0% | MEM : 7.29557% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:29:51 UTC 2025 | CPU : 0.0% | MEM : 7.3019% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:29:51 UTC 2025 | CPU : 0.0% | MEM : 7.27934% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:29:56 UTC 2025 | CPU : 0.0% | MEM : 7.25894% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:29:56 UTC 2025 | CPU : 0.0% | MEM : 7.25894% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:29:56 UTC 2025 | CPU : 0.0% | MEM : 7.25894% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:30:02 UTC 2025 | CPU : 0.6% | MEM : 7.28477% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:30:02 UTC 2025 | CPU : 0.0% | MEM : 7.26216% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:30:02 UTC 2025 | CPU : 0.0% | MEM : 7.25583% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:30:07 UTC 2025 | CPU : 0.0% | MEM : 7.30321% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:30:07 UTC 2025 | CPU : 0.0% | MEM : 7.24191% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:30:07 UTC 2025 | CPU : 0.0% | MEM : 7.23875% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:30:12 UTC 2025 | CPU : 0.6% | MEM : 7.25035% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:30:12 UTC 2025 | CPU : 0.6% | MEM : 7.26301% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:30:12 UTC 2025 | CPU : 0.6% | MEM : 7.25668% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:30:18 UTC 2025 | CPU : 0.6% | MEM : 7.24467% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:30:18 UTC 2025 | CPU : 0.6% | MEM : 7.25724% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:30:18 UTC 2025 | CPU : 0.6% | MEM : 7.2506% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:30:23 UTC 2025 | CPU : 0.0% | MEM : 7.2699% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:30:23 UTC 2025 | CPU : 0.0% | MEM : 7.2699% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:30:23 UTC 2025 | CPU : 0.0% | MEM : 7.2699% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:30:28 UTC 2025 | CPU : 0.0% | MEM : 7.3008% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:30:28 UTC 2025 | CPU : 0.0% | MEM : 7.29351% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:30:28 UTC 2025 | CPU : 0.0% | MEM : 7.30055% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:30:33 UTC 2025 | CPU : 0.0% | MEM : 7.23975% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:30:33 UTC 2025 | CPU : 0.0% | MEM : 7.23975% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:30:33 UTC 2025 | CPU : 0.0% | MEM : 7.23975% | DISK : 1% | LATENCY : 18.8 msms
Fri Dec  5 20:30:39 UTC 2025 | CPU : 0.0% | MEM : 7.28181% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 20:30:39 UTC 2025 | CPU : 0.0% | MEM : 7.28181% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:30:39 UTC 2025 | CPU : 0.0% | MEM : 7.2913% | DISK : 1% | LATENCY : 17.0 msms
